País de residencia;Total Nacional y CCAA;Tipo de dato;Gastos y duración media de los viajes;Periodo;Total
Alemania;09 Cataluña;Tasa de variación anual;Gasto total;2019;2,67
Alemania;09 Cataluña;Tasa de variación anual;Gasto total;2018;-4,44
Alemania;09 Cataluña;Tasa de variación anual;Gasto total;2017;7,28
Alemania;09 Cataluña;Tasa de variación anual;Gasto total;2016;4,12
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2023;-0,54
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2022;12,16
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2021;-0,06
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2020;2,28
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2019;1,33
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2018;6,08
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2017;5,21
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio por persona;2016;-5,98
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2023;7,28
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2022;9,07
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2021;25,63
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2020;-19,8
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2019;7,48
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2018;-0,28
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2017;6,67
Alemania;09 Cataluña;Tasa de variación anual;Gasto medio diario por persona;2016;24,99
Alemania;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2023;-7,29
Alemania;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2022;2,83
Alemania;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2021;-20,45
Alemania;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2020;27,53
Alemania;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2019;-5,73
Alemania;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2018;6,38
Alemania;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2017;-1,37
Alemania;09 Cataluña;Tasa de variación anual;Duración media de los viajes;2016;-24,78
Alemania;10 Comunitat Valenciana;Dato base;Gasto total;2023;821,67
Alemania;10 Comunitat Valenciana;Dato base;Gasto total;2022;635,18
Alemania;10 Comunitat Valenciana;Dato base;Gasto total;2021;360,51
Alemania;10 Comunitat Valenciana;Dato base;Gasto total;2020;169,01
Alemania;10 Comunitat Valenciana;Dato base;Gasto total;2019;578,22
Alemania;10 Comunitat Valenciana;Dato base;Gasto total;2018;519,7
Alemania;10 Comunitat Valenciana;Dato base;Gasto total;2017;471,79
Alemania;10 Comunitat Valenciana;Dato base;Gasto total;2016;479,52
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2023;1.117
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2022;1.084
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2021;1.006
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2020;994
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2019;956
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2018;933
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2017;903
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio por persona;2016;950
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2023;107
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2022;102
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2021;96
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2020;86
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2019;92
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2018;83
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2017;82
Alemania;10 Comunitat Valenciana;Dato base;Gasto medio diario por persona;2016;72
Alemania;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2023;10,46
Alemania;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2022;10,66
Alemania;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2021;10,48
Alemania;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2020;11,56
Alemania;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2019;10,41
Alemania;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2018;11,22
Alemania;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2017;11,07
Alemania;10 Comunitat Valenciana;Dato base;Duración media de los viajes;2016;13,12
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2023;29,36
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2022;76,19
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2021;113,31
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2020;-70,77
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2019;11,26
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2018;10,16
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2017;-1,61
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto total;2016;3,56
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2023;3,12
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2022;7,68
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2021;1,25
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2020;3,93
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2019;2,48
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2018;3,35
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2017;-4,93
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio por persona;2016;0,49
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2023;5,05
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2022;5,84
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2021;11,75
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2020;-6,49
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2019;10,48
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2018;2,02
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2017;12,62
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Gasto medio diario por persona;2016;14,7
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2023;-1,84
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2022;1,74
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2021;-9,4
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2020;11,14
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2019;-7,24
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2018;1,3
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2017;-15,58
Alemania;10 Comunitat Valenciana;Tasa de variación anual;Duración media de los viajes;2016;-12,39
Alemania;13 Madrid, Comunidad de;Dato base;Gasto total;2023;386,9
Alemania;13 Madrid, Comunidad de;Dato base;Gasto total;2022;267,05
Alemania;13 Madrid, Comunidad de;Dato base;Gasto total;2021;90,04
Alemania;13 Madrid, Comunidad de;Dato base;Gasto total;2020;67,27
Alemania;13 Madrid, Comunidad de;Dato base;Gasto total;2019;322,69
Alemania;13 Madrid, Comunidad de;Dato base;Gasto total;2018;288,34
Alemania;13 Madrid, Comunidad de;Dato base;Gasto total;2017;305,13
Alemania;13 Madrid, Comunidad de;Dato base;Gasto total;2016;275,97
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2023;1.098
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2022;996
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2021;933
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2020;832
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2019;773
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2018;747
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2017;777
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio por persona;2016;833
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2023;166
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2022;181
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2021;191
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2020;134
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2019;181
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2018;164
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2017;144
Alemania;13 Madrid, Comunidad de;Dato base;Gasto medio diario por persona;2016;138
Alemania;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2023;6,6
Alemania;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2022;5,52
Alemania;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2021;4,89
Alemania;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2020;6,23
Alemania;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2019;4,27
Alemania;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2018;4,56
Alemania;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2017;5,38
Alemania;13 Madrid, Comunidad de;Dato base;Duración media de los viajes;2016;6,04
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2023;44,88
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2022;196,58
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2021;33,86
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2020;-79,15
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2019;11,91
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2018;-5,5
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2017;10,56
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto total;2016;-7,13
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2023;10,22
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2022;6,76
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2021;12,09
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2020;7,69
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2019;3,45
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2018;-3,84
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2017;-6,75
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio por persona;2016;-7,54
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2023;-7,88
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2022;-5,45
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2021;42,91
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2020;-26,21
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2019;10,5
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2018;13,45
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2017;4,68
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Gasto medio diario por persona;2016;-6,32
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2023;19,65
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2022;12,91
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2021;-21,57
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2020;45,95
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2019;-6,38
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2018;-15,24
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2017;-10,92
Alemania;13 Madrid, Comunidad de;Tasa de variación anual;Duración media de los viajes;2016;-1,3
Alemania;Otras Comunidades Autónomas;Dato base;Gasto total;2023;534,23
Alemania;Otras Comunidades Autónomas;Dato base;Gasto total;2022;477,56
Alemania;Otras Comunidades Autónomas;Dato base;Gasto total;2021;254,62
Alemania;Otras Comunidades Autónomas;Dato base;Gasto total;2020;129,92
Alemania;Otras Comunidades Autónomas;Dato base;Gasto total;2019;498,39
Alemania;Otras Comunidades Autónomas;Dato base;Gasto total;2018;439,35
Alemania;Otras Comunidades Autónomas;Dato base;Gasto total;2017;454,9
Alemania;Otras Comunidades Autónomas;Dato base;Gasto total;2016;372,68
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2023;1.100
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2022;1.115
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2021;1.146
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2020;876
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2019;913
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2018;860
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2017;862
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio por persona;2016;900
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2023;131
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2022;113
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2021;97
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2020;98
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2019;109
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2018;105
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2017;104
Alemania;Otras Comunidades Autónomas;Dato base;Gasto medio diario por persona;2016;97
Alemania;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2023;8,4
Alemania;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2022;9,86
Alemania;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2021;11,86
Alemania;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2020;8,92
Alemania;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2019;8,4
Alemania;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2018;8,16
Alemania;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2017;8,28
Alemania;Otras Comunidades Autónomas;Dato base;Duración media de los viajes;2016;9,33
Alemania;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2023;11,86
Alemania;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2022;87,56
Alemania;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2021;95,99
Alemania;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2020;-73,93
Alemania;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2019;13,44
Alemania;Otras Comunidades Autónomas;Tasa de variación anual;Gasto total;2018;-3,42
